62.7 ,Mondovi` ,356,A6
70.6 ,Niella Tanaro ,358,A6
81.0 ,Ceva ,359,A6
97.1 ,Millesimo ,361,A6
109.6 ,Altare ,362,A6
5.6 ,MILANO NORD ,1,A8
8.1 ,Lainate ,2,A8
29.9 ,Gallarate ,6,A8
31.9 ,Gallarate Nord ,10,A8
29.8 ,Fino Mornasco ,4,A9
33.0 ,Como Grandate ,3,A9
2.3 ,Genova Aeroporto ,215,A10
6.0 ,Genova Pegli ,216,A10
10.7 ,Genova Pra' ,217,A10
20.2 ,Arenzano ,218,A10
26.8 ,Varazze ,219,A10
32.35 ,Celle Ligure ,220,A10
36.4 ,Albisola ,221,A10
52.7 ,Spotorno ,482,A10
59.4 ,Orco Feglino ,483,A10
63.0 ,Finale Ligure ,484,A10
67.7 ,Pietra Ligure ,485,A10
72.6 ,BORGHETTO SANTO SPIRITO ,497,A10
81.2 ,Albenga ,486,A10
93.2 ,Andora ,487,A10
100.0 ,SanBartolomeo ,488,A10
106.3 ,Imperia Est ,489,A10
112.2 ,Imperia Ovest ,490,A10
128.4 ,Arma di Taggia ,491,A10
139.4 ,Sanremo Ovest ,493,A10
145.8 ,Bordighera ,494,A10
151.8 ,Ventimiglia ,495,A10
151.801 ,Ventimiglia ,496,A10
4.2 ,Firenze Ovest ,333,A11
9.0 ,Prato Est ,334,A11
16.8 ,Prato Ovest ,335,A11
27.4 ,Pistoia ,336,A11
39.0 ,Montecatini Terme ,337,A11
46.4 ,Chiesina Uzzanese ,338,A11
49.3 ,Altopascio ,339,A11
57.2 ,Capannori ,340,A11
66.0 ,Lucca ,344,A11
81.0 ,Pisa Nord ,345,A11
4.2 ,Genova Est ,260,A12
11.5 ,Genova Nervi ,261,A12
22.8 ,Recco ,262,A12
28.4 ,Rapallo ,263,A12
38.3 ,Chiavari ,264,A12
41.1 ,Lavagna ,265,A12
48.7 ,Sestri Levante ,266,A12
60.5 ,Deiva Marina ,273,A12
70.1 ,Carrodano ,274,A12
75.8 ,Brugnato ,275,A12
101.6 ,Sarzana ,279,A12
110.0 ,Carrara ,280,A12
116.4 ,Massa ,281,A12
127.9 ,Versilia ,282,A12
161.6 ,Pisa Centro ,287,A12
177.8 ,Collesalvetti ,300,A12
205.9 ,Rosignano Marittimo ,301,A12
206.9 ,Rosignano Barriera ,302,A12
0.6 ,Bologna Arcoveggio ,101,A13
7.9 ,Bologna Interporto ,100,A13
20.5 ,Altedo ,102,A13
33.7 ,Ferrara Sud ,103,A13
41.9 ,Ferrara Nord ,104,A13
49.1 ,Occhiobello ,105,A13
63.0 ,Rovigo Sud - Villamarzana ,113,A13
70.4 ,Rovigo ,106,A13
74.8 ,Boara ,107,A13
88.6 ,Monselice ,108,A13
95.0 ,Terme Euganee ,109,A13
112.4 ,Padova industriale ,112,A13
4.8 ,Bologna Borgo Panigale ,12,A14
15.5 ,Bologna Fiera ,40,A14
22.2 ,Bologna San Lazzaro ,41,A14
38.2 ,CastelSanPietro ,38,A14
50.1 ,Imola ,42,A14
64.5 ,Faenza ,43,A14
81.6 ,Forli` ,44,A14
93.6 ,Cesena Nord ,39,A14
99.7 ,Cesena ,45,A14
110.069 ,Valle Rubicone ,69,A14
117.3 ,Rimini Nord ,46,A14
127.4 ,Rimini Sud ,47,A14
135.4 ,Riccione ,48,A14
143.9 ,Cattolica ,49,A14
155.9 ,Pesaro-Urbino ,50,A14
173.3 ,Fano ,51,A14
185.3 ,Marotta-Mondolfo ,64,A14
194.5 ,Senigallia ,52,A14
207.9 ,Montemarciano ,68,A14
213.5 ,Ancona Nord ,53,A14
230.4 ,Ancona Sud ,54,A14
245.5 ,Loreto-Porto Recanati ,55,A14
262.6 ,Civitanova Marche Macerata ,56,A14
270.82 ,Porto S. Elpidio ,67,A14
279.5 ,Fermo ,57,A14
287.9 ,Pedaso ,58,A14
301.8 ,Grottammare ,66,A14
311.7 ,SanBenedettodelTronto ,59,A14
319.5 ,ValVibrata ,65,A14
334.4 ,Teramo-Giulianova ,60,A14
344.0 ,Roseto degli Abruzzi ,61,A14
351.8 ,Atri Pineto ,62,A14
364.2 ,Pescara Nord-Citta` Sant'Angelo ,63,A14
380.8 ,Pescara Ovest-Chieti ,772,A14
392.6 ,Pescara Sud-Francavilla ,771,A14
403.8 ,Ortona ,770,A14
413.0 ,Lanciano ,769,A14
421.1 ,ValdiSangro ,768,A14
437.3 ,Vasto Nord ,767,A14
453.8 ,Vasto Sud ,766,A14
476.1 ,Termoli Molise ,765,A14
507.0 ,Poggio Imperiale ,764,A14
528.6 ,SanSevero ,763,A14
554.1 ,Foggia ,762,A14
564.959 ,FOGGIA ZONA INDUSTRIALE ,760,A14
589.2 ,Cerignola Est ,761,A14
610.5 ,Canosa ,732,A14
626.9 ,Andria-Barletta ,733,A14
638.1 ,Trani ,734,A14
652.4 ,Molfetta ,735,A14
663.0 ,Bitonto ,736,A14
672.2 ,Bari Nord ,737,A14
677.8 ,Bari Sud ,738,A14
697.6 ,Acquaviva delle Fonti ,739,A14
709.6 ,Gioia del Colle ,740,A14
723.9 ,Mottola-Castellaneta ,741,A14
735.2 ,Taranto Nord ,742,A14
5.2 ,Parma Ovest ,151,A15
22.7 ,Fornovo ,152,A15
42.1 ,Borgotaro ,153,A15
51.0 ,Berceto ,154,A15
74.6 ,Pontremoli ,155,A15
91.4 ,Aulla ,156,A15
101.7 ,La Spezia ,278,A15
7.3 ,Pomigliano d'Arco ,718,A16
13.2 ,Napoli Est ,780,A16
23.528 ,Tufino ,729,A16
26.6 ,Baiano ,720,A16
41.1 ,Avellino Ovest ,721,A16
49.7 ,Avellino Est ,722,A16
68.7 ,Benevento ,723,A16
81.7 ,Grottaminarda ,724,A16
104.2 ,Vallata ,725,A16
111.0 ,Lacedonia ,726,A16
127.9 ,Candela ,727,A16
159.9 ,Cerignola ,728,A16
